name1,name2,date,case_day_minus_0,case_day_minus_1,case_day_minus_2,case_day_minus_3,case_day_minus_4,case_day_minus_5,case_day_minus_6,case_day_minus_7,case_day_minus_8,case_day_minus_9
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.24,8616,8511,8401,8288,8186,8077,7959,7845,7728,7608
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.23,8511,8401,8288,8186,8077,7959,7845,7728,7608,7505
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.22,8401,8288,8186,8077,7959,7845,7728,7608,7505,7386
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.21,8288,8186,8077,7959,7845,7728,7608,7505,7386,7274
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.20,8186,8077,7959,7845,7728,7608,7505,7386,7274,7153
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.19,8077,7959,7845,7728,7608,7505,7386,7274,7153,7043
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.18,7959,7845,7728,7608,7505,7386,7274,7153,7043,6932
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.17,7845,7728,7608,7505,7386,7274,7153,7043,6932,6831
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.16,7728,7608,7505,7386,7274,7153,7043,6932,6831,6724
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.15,7608,7505,7386,7274,7153,7043,6932,6831,6724,6611
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.14,7505,7386,7274,7153,7043,6932,6831,6724,6611,6505
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.13,7386,7274,7153,7043,6932,6831,6724,6611,6505,6393
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.12,7274,7153,7043,6932,6831,6724,6611,6505,6393,6282
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.11,7153,7043,6932,6831,6724,6611,6505,6393,6282,6177
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.10,7043,6932,6831,6724,6611,6505,6393,6282,6177,6085
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.09,6932,6831,6724,6611,6505,6393,6282,6177,6085,5985
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.08,6831,6724,6611,6505,6393,6282,6177,6085,5985,5876
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.07,6724,6611,6505,6393,6282,6177,6085,5985,5876,5769
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.06,6611,6505,6393,6282,6177,6085,5985,5876,5769,5671
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.05,6505,6393,6282,6177,6085,5985,5876,5769,5671,5566
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.04,6393,6282,6177,6085,5985,5876,5769,5671,5566,5458
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.03,6282,6177,6085,5985,5876,5769,5671,5566,5458,5356
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.02,6177,6085,5985,5876,5769,5671,5566,5458,5356,5248
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.07.01,6085,5985,5876,5769,5671,5566,5458,5356,5248,5142
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.30,5985,5876,5769,5671,5566,5458,5356,5248,5142,5033
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.29,5876,5769,5671,5566,5458,5356,5248,5142,5033,4928
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.28,5769,5671,5566,5458,5356,5248,5142,5033,4928,4819
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.27,5671,5566,5458,5356,5248,5142,5033,4928,4819,4711
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.26,5566,5458,5356,5248,5142,5033,4928,4819,4711,4604
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.25,5458,5356,5248,5142,5033,4928,4819,4711,4604,4497
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.24,5356,5248,5142,5033,4928,4819,4711,4604,4497,4394
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.23,5248,5142,5033,4928,4819,4711,4604,4497,4394,4285
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.22,5142,5033,4928,4819,4711,4604,4497,4394,4285,4177
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.21,5033,4928,4819,4711,4604,4497,4394,4285,4177,4069
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.20,4928,4819,4711,4604,4497,4394,4285,4177,4069,3960
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.19,4819,4711,4604,4497,4394,4285,4177,4069,3960,3858
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.18,4711,4604,4497,4394,4285,4177,4069,3960,3858,3752
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.17,4604,4497,4394,4285,4177,4069,3960,3858,3752,3648
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.16,4497,4394,4285,4177,4069,3960,3858,3752,3648,3546
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.15,4394,4285,4177,4069,3960,3858,3752,3648,3546,3441
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.14,4285,4177,4069,3960,3858,3752,3648,3546,3441,3334
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.13,4177,4069,3960,3858,3752,3648,3546,3441,3334,3226
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.12,4069,3960,3858,3752,3648,3546,3441,3334,3226,3122
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.11,3960,3858,3752,3648,3546,3441,3334,3226,3122,3020
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.10,3858,3752,3648,3546,3441,3334,3226,3122,3020,2914
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.09,3752,3648,3546,3441,3334,3226,3122,3020,2914,2809
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.08,3648,3546,3441,3334,3226,3122,3020,2914,2809,2705
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.07,3546,3441,3334,3226,3122,3020,2914,2809,2705,2596
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.06,3441,3334,3226,3122,3020,2914,2809,2705,2596,2493
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.05,3334,3226,3122,3020,2914,2809,2705,2596,2493,2397
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.04,3226,3122,3020,2914,2809,2705,2596,2493,2397,2300
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.03,3122,3020,2914,2809,2705,2596,2493,2397,2300,2213
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.02,3020,2914,2809,2705,2596,2493,2397,2300,2213,2124
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.06.01,2914,2809,2705,2596,2493,2397,2300,2213,2124,2043
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.31,2809,2705,2596,2493,2397,2300,2213,2124,2043,1960
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.30,2705,2596,2493,2397,2300,2213,2124,2043,1960,1881
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.29,2596,2493,2397,2300,2213,2124,2043,1960,1881,1805
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.28,2493,2397,2300,2213,2124,2043,1960,1881,1805,1728
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.27,2397,2300,2213,2124,2043,1960,1881,1805,1728,1652
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.26,2300,2213,2124,2043,1960,1881,1805,1728,1652,1581
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.25,2213,2124,2043,1960,1881,1805,1728,1652,1581,1511
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.24,2124,2043,1960,1881,1805,1728,1652,1581,1511,1447
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.23,2043,1960,1881,1805,1728,1652,1581,1511,1447,1376
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.22,1960,1881,1805,1728,1652,1581,1511,1447,1376,1300
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.21,1881,1805,1728,1652,1581,1511,1447,1376,1300,1226
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.20,1805,1728,1652,1581,1511,1447,1376,1300,1226,1171
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.19,1728,1652,1581,1511,1447,1376,1300,1226,1171,1100
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.18,1652,1581,1511,1447,1376,1300,1226,1171,1100,1025
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.17,1581,1511,1447,1376,1300,1226,1171,1100,1025,949
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.16,1511,1447,1376,1300,1226,1171,1100,1025,949,876
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.15,1447,1376,1300,1226,1171,1100,1025,949,876,809
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.14,1376,1300,1226,1171,1100,1025,949,876,809,746
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.13,1300,1226,1171,1100,1025,949,876,809,746,681
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.12,1226,1171,1100,1025,949,876,809,746,681,620
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.11,1171,1100,1025,949,876,809,746,681,620,569
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.10,1100,1025,949,876,809,746,681,620,569,526
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.09,1025,949,876,809,746,681,620,569,526,471
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.08,949,876,809,746,681,620,569,526,471,436
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.07,876,809,746,681,620,569,526,471,436,407
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.06,809,746,681,620,569,526,471,436,407,347
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.05,746,681,620,569,526,471,436,407,347,305
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.04,681,620,569,526,471,436,407,347,305,247
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.03,620,569,526,471,436,407,347,305,247,209
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.02,569,526,471,436,407,347,305,247,209,168
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.05.01,526,471,436,407,347,305,247,209,168,151
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.30,471,436,407,347,305,247,209,168,151,135
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.29,436,407,347,305,247,209,168,151,135,132
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.28,407,347,305,247,209,168,151,135,132,108
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.27,347,305,247,209,168,151,135,132,108,86
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.26,305,247,209,168,151,135,132,108,86,76
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.25,247,209,168,151,135,132,108,86,76,64
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.24,209,168,151,135,132,108,86,76,64,53
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.23,168,151,135,132,108,86,76,64,53,36
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.22,151,135,132,108,86,76,64,53,36,36
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.21,135,132,108,86,76,64,53,36,36,28
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.20,132,108,86,76,64,53,36,36,28,28
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.19,108,86,76,64,53,36,36,28,28,21
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.18,86,76,64,53,36,36,28,28,21,18
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.17,76,64,53,36,36,28,28,21,18,13
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.16,64,53,36,36,28,28,21,18,13,11
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.15,53,36,36,28,28,21,18,13,11,11
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.14,36,36,28,28,21,18,13,11,11,11
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.13,36,28,28,21,18,13,11,11,11,10
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.12,28,28,21,18,13,11,11,11,10,10
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.11,28,21,18,13,11,11,11,10,10,10
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.10,21,18,13,11,11,11,10,10,10,10
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.09,18,13,11,11,11,10,10,10,10,9
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.08,13,11,11,11,10,10,10,10,9,9
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.07,11,11,11,10,10,10,10,9,9,8
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.06,11,11,10,10,10,10,9,9,8,7
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.05,11,10,10,10,10,9,9,8,7,5
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.04,10,10,10,10,9,9,8,7,5,5
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.03,10,10,10,9,9,8,7,5,5,4
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.02,10,10,9,9,8,7,5,5,4,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.04.01,10,9,9,8,7,5,5,4,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.31,9,9,8,7,5,5,4,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.30,9,8,7,5,5,4,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.29,8,7,5,5,4,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.28,7,5,5,4,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.27,5,5,4,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.26,5,4,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.25,4,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.24,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.23,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.22,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.21,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.20,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.19,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.18,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.17,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.16,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.15,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.14,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.13,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.12,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.11,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.10,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.09,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.08,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.07,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.06,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.05,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.04,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.03,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.02,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.03.01,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.29,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.28,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.27,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.26,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.25,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.24,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.23,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.22,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.21,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.20,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.19,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.18,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.17,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.16,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.15,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.14,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.13,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.12,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.11,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.10,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.09,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.08,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.07,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.06,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.05,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.04,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.03,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.02,0,0,0,0,0,0,0,0,0,0
Novosibirsk_Oblast__Russia,Novosibirsk_oblast_Russia,2020.02.01,0,0,0,0,0,0,0,0,0,0
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.13,12559,12407,12258,12111,11968,11836,11719,11610,11509,11410
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.12,12407,12258,12111,11968,11836,11719,11610,11509,11410,11311
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.11,12258,12111,11968,11836,11719,11610,11509,11410,11311,11213
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.10,12111,11968,11836,11719,11610,11509,11410,11311,11213,11117
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.09,11968,11836,11719,11610,11509,11410,11311,11213,11117,11028
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.08,11836,11719,11610,11509,11410,11311,11213,11117,11028,10938
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.07,11719,11610,11509,11410,11311,11213,11117,11028,10938,10853
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.06,11610,11509,11410,11311,11213,11117,11028,10938,10853,10765
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.05,11509,11410,11311,11213,11117,11028,10938,10853,10765,10679
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.04,11410,11311,11213,11117,11028,10938,10853,10765,10679,10597
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.03,11311,11213,11117,11028,10938,10853,10765,10679,10597,10521
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.02,11213,11117,11028,10938,10853,10765,10679,10597,10521,10449
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.10.01,11117,11028,10938,10853,10765,10679,10597,10521,10449,10376
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.30,11028,10938,10853,10765,10679,10597,10521,10449,10376,10307
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.29,10938,10853,10765,10679,10597,10521,10449,10376,10307,10249
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.28,10853,10765,10679,10597,10521,10449,10376,10307,10249,10190
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.27,10765,10679,10597,10521,10449,10376,10307,10249,10190,10140
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.26,10679,10597,10521,10449,10376,10307,10249,10190,10140,10088
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.25,10597,10521,10449,10376,10307,10249,10190,10140,10088,10040
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.24,10521,10449,10376,10307,10249,10190,10140,10088,10040,10006
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.23,10449,10376,10307,10249,10190,10140,10088,10040,10006,9962
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.22,10376,10307,10249,10190,10140,10088,10040,10006,9962,9930
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.21,10307,10249,10190,10140,10088,10040,10006,9962,9930,9885
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.20,10249,10190,10140,10088,10040,10006,9962,9930,9885,9830
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.19,10190,10140,10088,10040,10006,9962,9930,9885,9830,9779
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.18,10140,10088,10040,10006,9962,9930,9885,9830,9779,9724
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.17,10088,10040,10006,9962,9930,9885,9830,9779,9724,9670
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.16,10040,10006,9962,9930,9885,9830,9779,9724,9670,9614
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.15,10006,9962,9930,9885,9830,9779,9724,9670,9614,9560
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.14,9962,9930,9885,9830,9779,9724,9670,9614,9560,9507
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.13,9930,9885,9830,9779,9724,9670,9614,9560,9507,9458
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.12,9885,9830,9779,9724,9670,9614,9560,9507,9458,9412
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.11,9830,9779,9724,9670,9614,9560,9507,9458,9412,9369
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.10,9779,9724,9670,9614,9560,9507,9458,9412,9369,9324
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.09,9724,9670,9614,9560,9507,9458,9412,9369,9324,9282
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.08,9670,9614,9560,9507,9458,9412,9369,9324,9282,9241
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.07,9614,9560,9507,9458,9412,9369,9324,9282,9241,9197
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.06,9560,9507,9458,9412,9369,9324,9282,9241,9197,9154
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.05,9507,9458,9412,9369,9324,9282,9241,9197,9154,9115
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.04,9458,9412,9369,9324,9282,9241,9197,9154,9115,9085
Omsk_Oblast__Russia,Omsk_oblast_Russia,2020.09.03,9412,9369,9324,9282,9241,9197,9154,9115,9085,9070
